GEOID,NAME,LANDAREA,WATERAREA,NIGHTPOP,POPDEN,DAYPOP,PCTDAYPOP,WORKERS_WORKING,MALE,FEMALE,MEDAGE,MALE_0_TO_5,MALE_5_TO_10,MALE_10_TO_15,MALE_15_TO_18,MALE_18_TO_20,MALE_20,MALE_21,MALE_22_TO_25,MALE_25_TO_30,MALE_30_TO_35,MALE_35_TO_40,MALE_40_TO_45,MALE_45_TO_50,MALE_50_TO_55,MALE_55_TO_60,MALE_60_TO_62,MALE_62_TO_65,MALE_65_TO_67,MALE_67_TO_70,MALE_70_TO_75,MALE_75_TO_80,MALE_80_TO_85,MALE_85_PLUS,FEMALE_0_TO_5,FEMALE_5_TO_10,FEMALE_10_TO_15,FEMALE_15_TO_18,FEMALE_18_TO_20,FEMALE_20,FEMALE_21,FEMALE_22_TO_25,FEMALE_25_TO_30,FEMALE_30_TO_35,FEMALE_35_TO_40,FEMALE_40_TO_45,FEMALE_45_TO_50,FEMALE_50_TO_55,FEMALE_55_TO_60,FEMALE_60_TO_62,FEMALE_62_TO_65,FEMALE_65_TO_67,FEMALE_67_TO_70,FEMALE_70_TO_75,FEMALE_75_TO_80,FEMALE_80_TO_85,FEMALE_85_PLUS,PCTWHITE,PCTBLACK,PCTASIAN,PCTHISPAN,PCTMINOR,PCTNOHIGH,PCTUNIVDEG,PCTBADENG,PCTPUB2WRK,TIME2WORK,WORKERS_LIVE,HHMEDINC,MEDFAMINC,PERCAPINC,PCTPOPPOV,PCTFAMPOV,PCTUNEMP,PCTHUVAC,MEDVALHOME,PCTNOVEH,PCTNOHINS,PCTB2010,PCTB2000,PCTB1990,PCTB1980,PCTB1970,PCTB1960,PCTB1950,PCTB1940,PCTBPRE
48251,"Johnson County, Texas",725.0593581900765,9.184185409353248,195597,269.7668787949409,167390,0.4611459914542394,63516,98341,97256,37.1,6235,7651,7164,4886,2352,813,1402,4300,6128,6768,6763,7421,6111,6229,6596,2064,3129,1996,2941,3006,2325,1322,739,5978,7667,6276,4402,2487,941,1215,3581,6048,6744,6929,6452,5980,5956,6049,2369,3075,2337,2849,3768,2827,1804,1522,0.718906731698339,0.05436688701769454,0.012249676631032174,0.25308159123094937,0.28109326830166104,0.12622517485789142,0.2521618439417686,NA,6.9775301723668e-4,NA,91723,84859,94954,35637,0.09998803721984989,0.0715644694597487,0.03608178400370809,0.0747076105994689,285900,0.026241470377211595,0.16349425335048337,0.25145488445674896,0.1976665348324764,0.14620882535736482,0.15142098423639755,0.12198429289790384,0.06096389626532572,0.03620261031696706,0.013362336855189559,0.02073563478162608
48253,"Jones County, Texas",928.6059406452848,8.531268870743803,20304,21.865033499452768,18228,0.4730613516038617,4505,13071,7233,39.3,467,500,480,368,276,113,173,854,1283,1335,1352,1095,1064,814,750,252,327,211,381,457,270,139,110,388,430,530,275,155,46,68,240,341,392,334,614,343,441,404,230,315,219,421,304,321,223,199,0.6333727344365643,0.10140858944050433,0.005713159968479117,0.2864460204885737,0.3666272655634357,0.18733685830935012,0.11993842446958035,NA,0,25.834670947030496,6581,59464,69620,24595,0.14050956293585584,0.11823599523241955,0.055002842524161454,0.16241857830642878,96500,0.05308537616229924,0.1925895202543896,0.09529878221467007,0.06471254602095723,0.07660719342962334,0.09643160577740018,0.1554800339847069,0.11257434154630416,0.14995751911639763,0.12758425375247806,0.12135372415746247
48255,"Karnes County, Texas",747.7523756866827,5.7955152687966125,14968,20.017321892497435,18420,0.5516952198394632,8645,8792,6176,38.1,315,273,625,173,138,277,114,380,922,688,762,1064,370,713,591,186,169,211,201,283,234,78,25,410,358,403,351,163,207,34,62,381,249,446,597,276,329,251,177,246,91,277,266,196,188,218,0.5097541421699626,0.0951362907536077,0.0030064136825227153,0.5338722608230893,0.4902458578300374,0.21937295273748245,0.14300421151146467,NA,0,20.881937436932393,5193,60214,81548,31304,0.19145637757299114,0.13572790845518118,0.02940642584861136,0.2083682008368201,149000,0.09788583509513742,0.15792646172393007,0.1817573221757322,0.15112970711297072,0.14125523012552302,0.12200836820083683,0.1285355648535565,0.03916317991631799,0.09288702928870293,0.059414225941422594,0.08384937238493724
48257,"Kaufman County, Texas",780.7083998072578,26.80584852130589,172604,221.0863877506796,144604,0.45586492143956014,53584,85079,87525,33.8,6646,6778,7557,4353,2306,1065,861,3099,5519,6574,6370,6564,5231,5113,4866,1336,2564,1412,2328,1844,1259,1009,425,6135,6640,7384,4156,1931,1389,1122,2687,5973,7150,7469,6050,5241,5044,4279,1885,2863,1499,1865,2862,1783,1198,920,0.5419920743435842,0.18589372204583904,0.01907835276123381,0.27351046325693495,0.4580079256564158,0.13593253145306236,0.2649523019493986,NA,4.9029221415963913e-05,NA,81584,89485,100533,34359,0.09683365420063081,0.07705891385576086,0.05298119065010957,0.058008498060225386,320900,0.03079035104922534,0.15011963816749344,0.37570663218178457,0.23615370404581562,0.10443377055237392,0.11254387585442453,0.07084795861814151,0.038481433585811936,0.025641973027895806,0.009237021984112323,0.026953630149639755
48259,"Kendall County, Texas",662.4538843423213,0.5779165772196628,48567,73.31378251063757,50108,0.5078084621231315,23356,23820,24747,43.2,1091,1673,1522,1111,549,269,444,862,878,1250,1592,1483,1566,1635,1714,657,931,582,718,1552,851,550,340,1166,1554,1654,1081,459,0,272,831,1320,1190,1291,2020,1580,1625,1819,660,929,655,1116,1161,1015,533,816,0.7516008812568205,0.009368501245701814,0.01647209010233286,0.24368398295138674,0.24839911874317955,0.05260219224778865,0.4889652943077963,NA,0,28.57560519237516,21815,114962,132500,58970,0.050294868041323354,0.03471502590673575,0.04723803003722562,0.07661479206787071,512700,0.02694323882531988,0.10780482708180963,0.2842346328007079,0.2715869463384167,0.1766512257325769,0.09420704731171603,0.08161140894186228,0.02305730494977359,0.012387446000104095,0.011971061260604798,0.04429292666423776
48261,"Kenedy County, Texas",1458.5619095532488,487.2328790712544,145,0.09941298963745246,411,0.7392086330935251,322,77,68,54.8,0,2,7,0,2,0,0,0,0,2,20,4,0,9,0,0,7,3,0,18,1,1,1,0,11,0,0,0,0,0,0,6,1,10,0,0,0,5,0,2,16,8,0,1,0,8,0.2,0.006896551724137931,0.006896551724137931,0.8827586206896552,0.8,0.4715447154471545,0.13008130081300814,NA,0,NA,56,38882,NA,22892,0.1527777777777778,0,0,0.5669291338582677,NA,0.16363636363636364,0.2482758620689655,0.15748031496062992,0,0.05511811023622047,0.03937007874015748,0.06299212598425197,0.11023622047244094,0.28346456692913385,0.10236220472440945,0.1889763779527559
48263,"Kent County, Texas",902.5068961709475,0.41127410628929556,734,0.813290184389871,697,0.48707197763801535,233,393,341,60,13,22,39,10,9,16,0,0,20,12,27,26,14,10,38,40,18,12,10,37,5,6,9,4,0,0,1,4,0,4,7,5,12,5,16,12,2,38,18,18,16,30,29,61,30,29,0.8501362397820164,0.009536784741144414,0,0.16076294277929154,0.14986376021798364,0.12231404958677686,0.2628099173553719,NA,0,NA,270,72889,91250,38774,0.09852941176470588,0.01639344262295082,0.0847457627118644,0.4110898661567878,122200,0.048701298701298704,0.03823529411764706,0.0745697896749522,0.14340344168260039,0.06883365200764818,0.08604206500956023,0.18164435946462715,0.11663479923518165,0.12619502868068833,0.022944550669216062,0.17973231357552583
48265,"Kerr County, Texas",1103.3329799211424,3.949901698386247,53489,48.47947172196645,54232,0.5034487240185294,24071,26087,27402,48.8,1201,1315,1478,992,754,302,241,908,1332,1413,1484,1148,1319,1407,1588,859,1149,922,1074,1890,1436,877,998,1202,1267,1396,824,672,378,248,790,1315,1403,1362,1306,1311,1575,1681,915,1410,1094,1305,2038,1798,989,1123,0.7391987137542299,0.01589111779992148,0.011553777412178204,0.2680364187029109,0.26080128624577015,0.09718883631487057,0.31322587991194556,NA,0.0011145404663923182,NA,23328,69395,91236,40492,0.11357486323904452,0.07228175551156918,0.032874740041593346,0.11770443196004994,321200,0.061817377846562015,0.1728100482944242,0.13186641697877652,0.16732990012484394,0.14325842696629212,0.19967228464419476,0.16116573033707865,0.07120006242197253,0.046660424469413236,0.04322721598002497,0.03561953807740324
48267,"Kimble County, Texas",1250.9803280941842,0.19517812437741025,4389,3.5084484555296376,4232,0.49089432780419906,1860,2161,2228,47.4,73,131,96,66,29,33,0,78,144,91,95,149,118,142,151,46,96,43,140,235,81,117,7,144,52,63,121,23,10,28,70,149,57,49,216,190,81,91,46,90,142,108,221,110,68,99,0.7398040555935292,0.014126224652540442,0,0.2647527910685805,0.26019594440647076,0.20373665480427047,0.27105575326215897,NA,0,NA,2017,69455,95250,39915,0.11681702521397178,0.05596107055961071,0.012682926829268294,0.2540204678362573,201300,0.0514453699167075,0.13681306047367212,0.11513157894736842,0.16045321637426901,0.11257309941520467,0.125,0.13121345029239767,0.11842105263157894,0.05921052631578947,0.06359649122807018,0.11440058479532164
48269,"King County, Texas",910.8731658216177,2.469621480871726,211,0.23164586236292917,242,0.5342163355408388,131,103,108,49.4,9,11,0,0,0,0,0,0,13,0,14,2,9,7,1,0,4,0,12,14,5,2,0,7,0,4,0,0,0,0,0,33,0,0,8,1,0,3,20,0,9,8,0,0,2,13,0.6919431279620853,0,0,0.16587677725118483,0.30805687203791465,0.1111111111111111,0.3888888888888889,NA,0,NA,100,46645,NA,31129,0.23696682464454977,0.15306122448979592,0,0.4126984126984127,52100,0.06306306306306306,0.07582938388625593,0.026455026455026454,0.1164021164021164,0.015873015873015872,0.14285714285714285,0.15873015873015872,0.24867724867724866,0.07407407407407407,0.13227513227513227,0.08465608465608465
48271,"Kinney County, Texas",1360.5334264096975,4.588950605176549,3157,2.320413404565139,3213,0.5043956043956044,1600,1864,1293,50.3,0,85,34,4,0,17,73,12,177,206,223,56,64,276,147,8,98,44,60,31,93,118,38,66,0,27,14,61,0,0,208,33,0,41,36,88,139,35,33,60,104,63,109,50,80,46,0.6312955337345582,6.335128286347799e-4,0,0.5745961355717454,0.36870446626544184,0.17136150234741784,0.11815336463223787,NA,6.476683937823834e-4,NA,1544,70000,74329,30926,0.08386638237384506,0.08450704225352113,0.009305210918114143,0.22267206477732793,82000,0.051215277777777776,0.21748400852878466,0.002699055330634278,0.047908232118758436,0.24426450742240216,0.28205128205128205,0.26450742240215924,0.010796221322537112,0.0620782726045884,0.008097165991902834,0.07759784075573549
48273,"Kleberg County, Texas",881.3061855885046,208.89736130051568,30579,34.6973622789002,30106,0.49610282606904504,12953,15255,15324,29,1036,540,1531,592,674,489,221,1578,1240,897,1091,745,671,684,734,457,246,152,245,670,365,202,195,1011,982,1114,557,956,612,438,1149,1081,825,988,713,659,710,728,372,206,206,314,673,435,394,201,0.42123679649432616,0.03790182805193106,0.012917361588017921,0.7137251054645345,0.5787632035056738,0.15006725539505233,0.2321773203111293,NA,7.448234768359899e-4,NA,13426,61292,73829,26395,0.2809489025705242,0.19336121980839294,0.07501024730154393,0.1540822152440765,161300,0.05880367839365561,0.162050185438872,0.12831858407079647,0.10112760491007708,0.11632886097630603,0.09035112760491008,0.17385098487011133,0.1191835569511847,0.1692121039109335,0.04567513559805881,0.05595204110762204
48275,"Knox County, Texas",850.6211661984535,4.860127923372618,3307,3.887747132815248,3406,0.5073737524206763,1556,1626,1681,41.2,87,175,156,41,19,27,20,41,92,56,108,84,89,117,140,64,63,26,23,97,26,40,35,74,122,80,124,22,16,20,10,84,72,126,119,90,112,102,11,125,22,68,91,73,20,98,0.6806773510734805,0.04898699727850015,0.0030238887208950713,0.3353492591472634,0.3193226489265195,0.14562252529696437,0.1350637923449186,NA,0,16.59727207465901,1457,56667,67847,26665,0.15741611790529947,0.11852704257767549,0.012794612794612794,0.3093126385809313,77300,0.07463884430176565,0.17748510504860457,0.029379157427937917,0.02827050997782705,0.050997782705099776,0.15022172949002216,0.1557649667405765,0.2156319290465632,0.1369179600886918,0.10643015521064302,0.12638580931263857
48277,"Lamar County, Texas",907.3315609956494,25.77135531129874,50669,55.84397388800075,52835,0.5104633637347349,24765,24639,26030,39.7,1655,1769,1826,1095,558,306,342,569,1723,1708,1376,1103,1646,1468,1125,694,1192,489,910,1444,797,522,322,1555,1965,1400,929,460,338,406,1016,1388,1698,1388,1660,1492,1580,1682,751,906,702,1015,1311,995,557,836,0.7506956916457794,0.12129704553079793,0.009275888610392942,0.09613373068345536,0.24930430835422057,0.11424013921113689,0.21574825986078885,NA,3.5399796451170406e-4,NA,22599,61880,80460,33256,0.1896855951235162,0.1565854741985637,0.04040277429598061,0.12289695057833859,200700,0.07093261401668415,0.19302339496200563,0.15282159130739573,0.1463371889239397,0.14129863301787593,0.18156326673676831,0.16881352961794602,0.0892043463021381,0.04692429022082019,0.026682439537329128,0.04635471433578689
48279,"Lamb County, Texas",1016.1813823075628,1.5342789233000307,12828,12.623730589188664,11402,0.47057366900536524,4289,6501,6327,37.1,491,496,511,373,211,33,40,326,394,327,401,383,365,337,401,169,249,162,212,199,210,141,70,378,521,417,302,141,73,154,227,299,362,341,432,334,360,343,136,304,228,96,334,235,174,136,0.6837386966011849,0.03687246647957593,0.00787340193327097,0.5829435609603991,0.3162613033988151,0.21231866240472091,0.1432259650848291,NA,0.004899387576552931,NA,5715,60760,74535,28888,0.15028671551449507,0.09332905708787684,0.020574732188403333,0.20526762956669498,82400,0.031858028650844555,0.2507127019322141,0.0475785896346644,0.049447748513169076,0.04265080713678845,0.10246389124893798,0.14783347493627869,0.27000849617672046,0.1804587935429057,0.08377230246389125,0.07578589634664401
48281,"Lampasas County, Texas",712.5284155756706,1.0617435293136492,22715,31.87943035457463,19755,0.46515187190958324,6464,11319,11396,43.8,581,632,728,458,507,125,56,267,482,610,803,652,645,797,763,268,695,313,346,643,552,258,138,524,592,777,537,219,65,160,376,499,569,746,690,814,640,695,551,429,308,471,662,531,191,350,0.7681267884657715,0.0401056570548096,0.01179837112040502,0.20501871010345588,0.23187321153422846,0.08093848923096021,0.2426913289057166,NA,0.003926146010186757,NA,9424,81736,100762,38395,0.0912,0.06837318962613674,0.043778110944527736,0.150035457400466,250400,0.03265792610250298,0.12941282016776567,0.1634079627190761,0.1819471178198764,0.15965960895552628,0.12714010738526998,0.11062708945395604,0.05571877216087529,0.08742781886333705,0.027251544929591733,0.08681997771249114
48283,"La Salle County, Texas",1486.7040874320653,7.530436048352348,6839,4.600108426292671,9174,0.5729095110222944,4543,4039,2800,35.5,87,204,245,289,321,13,223,168,278,365,207,416,135,269,180,51,89,20,105,75,51,182,66,52,229,177,218,34,68,73,161,151,26,322,190,185,79,35,60,142,89,47,68,277,63,54,0.3329434127796461,0.058488083053077934,8.77321245796169e-4,0.7179412194765317,0.6670565872203539,0.31681084872574233,0.11807341594575638,NA,0.010416666666666666,NA,2208,57716,51997,18745,0.21446121446121447,0.1902800658978583,0.018165706690296855,0.2747688243064729,97800,0.07043108682452945,0.17532467532467533,0.12461470717745486,0.17261118450022017,0.10612065169528842,0.15015411712901805,0.1567591369440775,0.033905768383971815,0.10744165565830031,0.03126376045794804,0.11712901805372083
48285,"Lavaca County, Texas",969.7092090774166,0.7267276914024312,20552,21.193982492497124,19580,0.4878899631216984,8150,10097,10455,42.9,653,630,725,447,177,32,124,304,562,529,666,588,473,518,571,341,504,215,355,709,453,205,316,582,680,652,457,226,54,81,389,492,602,515,608,465,603,633,259,460,232,302,897,527,346,393,0.7401226158038147,0.036444141689373294,0.0034546516154145583,0.2009050214091086,0.25987738419618533,0.11569844480089267,0.22226096659460212,NA,0,26.21425109064469,9122,63240,86739,35997,0.11451861424524082,0.08637814827953175,0.0305137519460301,0.19414337326487927,228300,0.029966965549787637,0.10549843540455968,0.1555428788743107,0.08832477657349307,0.08746910058946568,0.1319642517588895,0.13472142992964442,0.09488495911770299,0.11095265259555048,0.0752044114850732,0.12093553907586994
48287,"Lee County, Texas",629.0394932331733,5.066649729651257,17971,28.56895344937982,16237,0.47465505144995324,6315,9029,8942,42.6,473,494,509,480,218,91,45,529,494,205,701,692,643,375,826,136,500,285,337,353,273,143,227,596,521,397,354,371,55,78,262,369,521,270,890,454,580,755,169,340,277,532,340,430,193,188,0.658394079350064,0.09632185187246119,0.0026153246897779757,0.2656502142340437,0.341605920649936,0.1658665386461834,0.2088334133461354,NA,0,32.4783103399232,8049,76371,84509,35518,0.11333028988815338,0.11536307634870263,0.06510832383124288,0.12492168901140208,267800,0.032073310423825885,0.16092216388952293,0.14471870692895628,0.21037463976945245,0.17504072171407092,0.15662197719584012,0.09998747024182433,0.061145219897255985,0.04648540283172535,0.01678987595539406,0.08883598546548052
48289,"Leon County, Texas",1073.1563339289603,7.462730715354666,16263,15.154362403527092,15995,0.4958459916919834,5902,8115,8148,44.6,451,376,815,284,160,64,24,286,413,453,495,356,460,420,311,388,403,277,453,411,367,315,133,394,429,545,405,158,54,112,165,506,391,355,489,459,416,587,343,297,216,530,350,425,278,244,0.759392486011191,0.07181946750292074,0.0014757424829367274,0.16675890057185022,0.24060751398880897,0.12615891170609134,0.185512520578806,NA,4.8622366288492705e-4,NA,6170,61449,75095,33192,0.16399925848112218,0.12808940468514937,0.04147812971342383,0.25653468622477116,186400,0.029817534490431688,0.1715859167130747,0.16631741480092643,0.18583875592809088,0.161905812286313,0.19069151869416565,0.1357670673872284,0.05514503143266792,0.03242527848240873,0.029998897099371348,0.04191022388882762
48291,"Liberty County, Texas",1158.461615266171,17.892082511579204,103380,89.23903790825831,89376,0.4636742825126066,23531,51296,52084,32.9,3914,4365,4769,2796,1476,800,517,2293,3278,3433,3032,3399,3093,3057,3193,911,1350,791,1332,1485,1191,501,320,3949,4592,4088,2473,1226,326,363,2469,3911,3741,3149,3761,3276,3139,2862,827,1647,767,1432,1659,1132,690,605,0.5676920100599729,0.07596246856258464,0.005629715612304121,0.3958309150706133,0.43230798994002706,0.2218092878470237,0.11852804777333079,NA,0,39.937401743604404,37535,68703,77075,27195,0.18656036679595953,0.1586942328618063,0.07107318831871169,0.13670717864953905,181700,0.051310008658563964,0.26164542530233315,0.25209711801998835,0.17532737188892888,0.17366628830874006,0.1187674759834999,0.14761496082611222,0.05835940311730019,0.03981063647185847,0.019573101519891476,0.014783643863680408
48293,"Limestone County, Texas",905.4301336531289,27.733804558167837,22283,24.610402472574034,21736,0.4937867738930916,7904,11311,10972,41.9,748,762,694,440,239,152,236,259,796,776,526,739,658,642,653,216,675,296,417,598,426,135,228,536,752,733,322,257,101,111,223,533,797,681,478,685,676,841,210,479,335,401,761,400,372,288,0.591302786877889,0.17102724049724005,0.009828120091549613,0.2352914778081946,0.40869721312211105,0.1417483140348645,0.1853289222547398,NA,5.916459590580997e-4,NA,8451,60573,68121,28496,0.17065116279069767,0.1088660512105905,0.03723887375113533,0.1966867758307,164200,0.03528430087018715,0.17689114391143912,0.10830221200804367,0.1520635832615149,0.11950588911232404,0.1715024418270612,0.17351335823039357,0.09901369338312746,0.07373360145552045,0.03408982093268218,0.06827539978933257
48295,"Lipscomb County, Texas",932.213834581473,0.11534454985891826,2918,3.1301831100909014,2786,0.4884291725105189,1013,1361,1557,36.3,132,120,135,57,21,21,21,32,56,68,79,120,87,57,60,27,48,24,49,77,23,27,20,81,75,197,103,23,14,8,84,79,90,96,83,83,66,51,42,60,39,46,73,83,27,54,0.7090472926662097,3.427004797806717e-4,0,0.386223440712817,0.2909527073337903,0.15663322185061315,0.22352285395763657,NA,0,NA,1145,72560,81719,32221,0.11464522894092974,0.11686586985391766,0.06495589414595028,0.2842178770949721,124300,0.021463414634146343,0.18108862526168876,0.05865921787709497,0.061452513966480445,0.024441340782122904,0.16410614525139663,0.2590782122905028,0.14594972067039105,0.07891061452513966,0.07402234636871509,0.13337988826815642
48297,"Live Oak County, Texas",1039.6947429872262,39.18312285616767,11620,11.176357366791807,12032,0.508709622864874,4236,6276,5344,39.7,363,279,350,135,115,26,100,267,378,737,393,510,331,388,390,132,191,287,175,180,240,205,104,309,262,300,256,129,24,3,168,240,729,284,153,357,227,353,251,114,271,105,271,280,148,110,0.6974182444061963,0.022547332185886403,0.007228915662650603,0.42263339070567985,0.30258175559380374,0.203655964377783,0.15924537145535506,NA,0,NA,3824,57150,74196,29903,0.1706250621087151,0.14996544574982723,0.058823529411764705,0.27318212141427617,159200,0.09407985314364388,0.18294743118354367,0.133422281521014,0.1484322881921281,0.13375583722481654,0.17011340893929286,0.1954636424282855,0.1037358238825884,0.06020680453635757,0.031020680453635756,0.023849232821881255
48299,"Llano County, Texas",934.065431191187,31.791003664881845,22424,24.006883512864096,20882,0.4821964623839653,7293,10693,11731,57.4,293,254,686,315,100,83,69,348,480,351,546,353,526,636,745,353,601,423,653,1086,683,599,510,618,466,527,305,182,185,29,222,376,524,371,530,479,589,713,532,738,439,777,1218,883,554,474,0.874331073849447,0.0028986799857295756,0.006332500891901534,0.13356225472707814,0.12566892615055303,0.0935632961334686,0.32358245970014654,NA,2.2637238256932655e-4,NA,8835,67530,91008,51844,0.12004509582863584,0.09128749820582747,0.0436486915986863,0.3181530276159108,356500,0.041616349280074315,0.1584488033111391,0.15030402837598175,0.18748416518875094,0.1621484671902711,0.17069926526475804,0.15543450722067392,0.10007600709399544,0.03908031416265518,0.009880922219407144,0.024892323283506462
48301,"Loving County, Texas",668.8177910476805,7.714772037553842,33,0.04934079272668063,496,0.9376181474480151,489,27,6,86.2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0.9393939393939394,0,0.06060606060606061,0,0.06060606060606055,0.0967741935483871,0,NA,0,NA,26,51250,NA,53812,0.06060606060606061,0,0,0.18181818181818182,NA,0.07407407407407407,0,0.09090909090909091,0.06060606060606061,0.06060606060606061,0.06060606060606061,0,0.06060606060606061,0.09090909090909091,0,0.5757575757575758
48303,"Lubbock County, Texas",895.6041834942864,5.098277289315626,318884,356.0546119334137,324208,0.5041393766366243,160945,157263,161621,31.9,10118,10920,10532,6539,6927,4331,5257,10047,12181,10818,10692,9668,8020,7539,6075,4000,4969,2417,3972,5358,3427,1674,1782,9831,10028,10498,6506,7010,4169,4805,9645,11817,10955,10417,9662,8269,8025,7793,3651,4856,2679,4707,6262,3575,2792,3669,0.629780735314409,0.07390461735301865,0.024253333500583285,0.3623762873019656,0.37021926468559097,0.10765643826184924,0.3344182431762822,NA,0.005584079269507328,17.146619172690038,155621,64155,83971,35808,0.17146496815286624,0.11185623028600207,0.049266197064788256,0.09414829486737858,214100,0.05800752624282036,0.13860245809060512,0.18396916982431966,0.14635004018831094,0.10637702376851534,0.1256315306005282,0.14889769204271444,0.12144046388793202,0.10969255942128832,0.03245206108623263,0.02518945918015846
48305,"Lynn County, Texas",891.8669924339417,1.6099371888981726,5752,6.449392172595776,4723,0.45088305489260144,1480,2970,2782,37.3,235,315,174,117,96,9,32,81,193,159,276,189,173,131,181,39,125,89,97,85,102,36,36,145,249,190,174,32,59,33,57,165,167,249,187,114,171,198,55,67,66,85,97,116,53,53,0.618567454798331,0.017906815020862308,0.004867872044506259,0.4120305980528512,0.381432545201669,0.14677677144379328,0.2677144379328716,NA,0,NA,2509,73679,85349,37797,0.15207858270478863,0.13670411985018727,0.0369811320754717,0.16739389131297105,147300,0.037160552644116246,0.12925289372150123,0.1182070606902023,0.042840142800476,0.02895676318921063,0.09956366521221738,0.11463704879016264,0.21816739389131298,0.2149940499801666,0.07774692582308608,0.08488694962316541
48307,"McCulloch County, Texas",1065.6008954481642,7.832543239582577,7514,7.051420500955759,7229,0.49033439598453504,2961,3693,3821,44.5,159,128,363,166,9,65,39,128,252,210,199,270,180,146,200,209,187,78,118,258,139,137,53,194,185,220,232,101,49,21,89,197,177,249,101,224,267,231,105,184,117,143,345,253,98,39,0.6901783337769497,0.009449028480170348,0.0013308490817141336,0.3046313548043652,0.3098216662230503,0.13566902720834886,0.23928438315318673,NA,0,20.790346352247607,3246,54043,80978,34124,0.15333423876137445,0.11668372569089049,0.09040641415537738,0.21853519791419768,150500,0.043069457082195936,0.19835379840777223,0.06731452950936241,0.06589239156198151,0.09954965631666271,0.13059966816781227,0.15264280635221616,0.11519317373785257,0.07608438018487794,0.1360511969661057,0.1566721972031287
48309,"McLennan County, Texas",1036.6902638158942,23.55314773659183,266067,256.65042808509565,273343,0.5067444059249921,130835,130587,135480,34,8661,9298,9189,5791,5397,3152,3360,7167,9099,8268,8533,7244,6714,6757,6672,3239,4061,2817,3577,4657,3186,2207,1541,8100,8381,9025,5291,5871,2942,2325,7804,8933,8406,8469,7970,7135,7109,7395,3360,4178,3018,4039,5600,4513,2587,3029,0.5874009178139341,0.13940097794916317,0.017270086106131163,0.2697102609493098,0.4125990821860659,0.1194732005379976,0.28685496582741477,NA,0.0037552909945855824,21.175673249551167,123559,66643,86544,35149,0.16581612777561355,0.10544164285489999,0.0444727774995067,0.10249506703302783,243600,0.05268240563808584,0.14172556015521962,0.17037638076972725,0.12374831725893005,0.10731738801703948,0.1418112748261936,0.14157154185184503,0.10166522212182123,0.12672653844026038,0.03675290906743873,0.050030427646744244
48311,"McMullen County, Texas",1139.799322236242,16.98275204363881,700,0.6141431972661883,1135,0.6185286103542235,666,276,424,31.8,14,51,16,5,0,0,0,0,0,33,41,18,0,14,13,1,11,9,19,21,0,0,10,81,76,19,17,24,0,0,8,15,38,34,0,7,22,12,2,7,8,11,33,0,9,1,0.43714285714285717,0,0,0.6214285714285714,0.5628571428571428,0.14395886889460155,0.20051413881748073,NA,0,NA,231,43875,45250,22183,0.12285714285714286,0.12352941176470589,0,0.4051724137931034,97100,0.033816425120772944,0.15,0.12931034482758622,0.1724137931034483,0.16091954022988506,0.08908045977011494,0.04597701149425287,0.11781609195402298,0.15517241379310345,0.04310344827586207,0.08620689655172414
48313,"Madison County, Texas",466.0652705726822,6.368081242075253,13648,29.283452043594426,13258,0.4927525459005426,4732,7879,5769,36.8,495,508,342,264,243,155,132,569,615,622,708,804,337,451,343,131,166,121,125,317,264,82,85,308,383,501,236,93,91,3,128,417,391,542,309,305,255,249,169,274,213,151,262,207,181,101,0.5920281359906213,0.1546746776084408,0.011356975381008206,0.2617966002344666,0.4079718640093787,0.16635859519408502,0.1835381102533435,NA,0.009957048028114018,28.86173491853809,5122,74596,88091,28258,0.10892653383656631,0.10470156718906302,0.07108753315649867,0.17270413158410025,176200,0.036923076923076927,0.12897851819377465,0.14626982572939104,0.17172508321911104,0.08928921088701781,0.17309575093009594,0.13824162913647933,0.08693949481104367,0.057372234188368905,0.08224006265909536,0.05482670843939691
48315,"Marion County, Texas",380.90150108803596,39.42083554055077,9737,25.563039190411416,8128,0.45496781416176885,2085,4849,4888,51.3,163,368,124,184,94,100,59,124,300,174,161,317,218,304,432,142,378,176,222,331,175,220,83,236,345,168,61,171,21,171,19,235,215,192,220,231,274,385,248,285,166,322,337,176,252,158,0.7039129095203862,0.21926671459381739,0.0016432165964876246,0.04806408544726302,0.2960870904796138,0.13385182153090464,0.15595579205894392,NA,0,33.93359594822735,3694,49672,75757,30729,0.18322594055289962,0.11268191268191269,0.08683068017366136,0.2518228703539036,101500,0.08081768481102923,0.14331739763043028,0.11203983638627067,0.1387159879068113,0.12644495820736262,0.13426996265338786,0.2034501155966566,0.12235461497421306,0.06740174284189934,0.0407255913213587,0.05459719011203984
